NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

aaa.lzu.edu.cn. 3600 IN A 202.201.0.175
yjszfw.lzu.edu.cn. 7200 IN A 202.201.13.232

yjszfw.lzu.edu.cn. 7199 IN A 202.201.13.232

yjszfw.lzu.edu.cn. 7199 IN A 202.201.13.232

yjszs.lzu.edu.cn. 7200 IN A 202.201.0.62

yjszs.lzu.edu.cn. 7199 IN A 202.201.0.62

yjszs.lzu.edu.cn. 7199 IN A 202.201.0.62

yjszs.lzu.edu.cn. 7199 IN A 202.201.0.62

yqgx.lzu.edu.cn. 3600 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqgx.lzu.edu.cn. 3599 IN A 202.201.1.27

yqin.lzu.edu.cn. 3600 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 728 IN A 202.201.0.189

yqin.lzu.edu.cn. 3599 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 728 IN A 202.201.0.189

yqin.lzu.edu.cn. 3599 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 728 IN A 202.201.0.189

yqin.lzu.edu.cn. 3599 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 728 IN A 202.201.0.189

yuzhong.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 254 IN A 202.201.1.184

yx.lzu.edu.cn. 7200 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yx.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yxy.lzu.edu.cn. 7200 IN A 202.201.13.172

yxy.lzu.edu.cn. 7199 IN A 202.201.13.172

yxy.lzu.edu.cn. 7199 IN A 202.201.13.172

yxy.lzu.edu.cn. 7199 IN A 202.201.13.172

yxytk.lzu.edu.cn. 7200 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yxytk.lzu.edu.cn. 7199 IN A 202.201.13.64

yz.lzu.edu.cn. 728 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

yz.lzu.edu.cn. 727 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

yz.lzu.edu.cn. 727 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

yz.lzu.edu.cn. 727 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

zbb.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 253 IN A 202.201.1.184

zcgs.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 253 IN A 202.201.1.184

zczx.lzu.edu.cn. 3600 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zczx.lzu.edu.cn. 3599 IN A 202.201.1.163

zfc.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 253 IN A 202.201.1.184

zgy.lzu.edu.cn. 7200 IN CNAME icas.lzu.edu.cn.
icas.lzu.edu.cn. 3588 IN A 202.201.1.26

zhenwanggroup.lzu.edu.cn. 3600 IN A 202.201.0.42

zheshexi.lzu.edu.cn. 7200 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7200 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zheshexien.lzu.edu.cn. 7199 IN A 202.201.13.172

zhgw.lzu.edu.cn. 7200 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhgw.lzu.edu.cn. 7199 IN A 202.201.13.94

zhxg.lzu.edu.cn. 7200 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxg.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7187 IN A 202.201.13.232

zhxgcs.lzu.edu.cn. 7200 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zhxgcs.lzu.edu.cn. 7199 IN A 202.201.13.250

zsb.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3585 IN A 202.201.1.184

zsb.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3585 IN A 202.201.1.184

zsb.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3585 IN A 202.201.1.184

zsb.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3585 IN A 202.201.1.184

ztb.lzu.edu.cn. 7200 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

ztb.lzu.edu.cn. 7199 IN A 210.26.49.95

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

NXDOMAIN for zymztj.lzu.edu.cn

zzb.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7181 IN A 202.201.1.185

zzb.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7181 IN A 202.201.1.185

zzb.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7181 IN A 202.201.1.185

zzb.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7181 IN A 202.201.1.185

